gene	mean	median	longest_isoform	merged
ENSMUSG00000027048	3522	4893	5025	5046
ENSMUSG00000044308	1859	751	8072	9705
ENSMUSG00000051747	15393	2065	107355	117334
ENSMUSG00000027196	1550	1550	1550	1550
ENSMUSG00000068134	3217	4080	4181	4376
ENSMUSG00000068130	2922	2922	2922	2922
ENSMUSG00000074593	443	443	443	443
ENSMUSG00000078891	622	622	622	622
ENSMUSG00000094786	955	955	1209	1364
ENSMUSG00000027577	1646	712	4565	5022
ENSMUSG00000016346	2961	2746	8209	16273
ENSMUSG00000016349	2084	2084	2084	2084
ENSMUSG00000084696	104	104	104	104
ENSMUSG00000016344	838	760	1160	1336
ENSMUSG00000038751	3689	3689	3689	3689
ENSMUSG00000027579	2562	2562	2562	2562
ENSMUSG00000027371	708	492	1462	1463
ENSMUSG00000079056	1819	1296	2732	4011
ENSMUSG00002076675	292	292	292	292
ENSMUSG00000118630	474	474	474	474
ENSMUSG00000027376	2485	2425	4796	5187
ENSMUSG00000083648	850	850	850	850
ENSMUSG00000034800	2985	2873	4912	5165
ENSMUSG00000027374	1508	718	4481	6578
ENSMUSG00000025716	3875	4818	5044	7939
ENSMUSG00000082516	207	207	207	207
ENSMUSG00000083863	672	672	672	672
ENSMUSG00000083563	1545	1545	1545	1545
ENSMUSG00000082884	510	510	510	510
ENSMUSG00000026787	3232	3232	5744	5876
ENSMUSG00000106199	68	68	68	68
ENSMUSG00002076064	95	95	95	95
ENSMUSG00000083453	361	361	361	361
ENSMUSG00000002111	1207	1116	2034	2695
ENSMUSG00000002100	4150	4154	4163	4163
ENSMUSG00000040687	4207	5624	5990	9086
ENSMUSG00000002108	1463	1705	1985	2515
ENSMUSG00000086206	732	732	732	732
ENSMUSG00000088018	106	106	106	106
ENSMUSG00000002103	2685	3124	4656	5186
ENSMUSG00000002109	1874	1698	2297	2736
ENSMUSG00000085274	847	847	847	847
ENSMUSG00000086820	435	435	435	435
ENSMUSG00002075115	125	125	125	125
ENSMUSG00000083264	387	387	387	387
ENSMUSG00000082924	562	562	562	562
ENSMUSG00000084816	830	830	830	830
ENSMUSG00000087351	537	537	537	537
ENSMUSG00000027678	3080	822	7543	7906
ENSMUSG00000006800	2099	897	4580	5871
ENSMUSG00002075091	105	105	105	105
ENSMUSG00000085618	291	291	291	291
ENSMUSG00000085046	674	674	674	674
ENSMUSG00000088175	137	137	137	137
ENSMUSG00000027381	2074	1611	5036	8029
ENSMUSG00000121915	69	69	69	69
ENSMUSG00000085750	698	698	740	1154
ENSMUSG00000027378	1436	1445	2296	2708
ENSMUSG00000034683	1699	1051	3467	5826
ENSMUSG00000059173	2548	1673	4624	6012
ENSMUSG00000083519	823	823	823	823
ENSMUSG00000087382	1238	801	3476	5402
ENSMUSG00000027513	1833	1936	2728	3429
ENSMUSG00000027514	2028	1989	3325	3529
ENSMUSG00000038400	1620	796	4538	5042
ENSMUSG00000087600	612	612	680	704
ENSMUSG00000025314	4114	4197	7634	8351
ENSMUSG00000085471	2800	2800	4595	5536
ENSMUSG00000083263	438	438	438	438
ENSMUSG00000084161	1046	1046	1046	1046
ENSMUSG00000095152	639	639	639	639
ENSMUSG00000088050	60	60	60	60
ENSMUSG00000083213	319	319	319	319
ENSMUSG00000081197	474	474	474	474
ENSMUSG00000081414	718	718	718	718
ENSMUSG00000081718	1208	1208	1208	1208
ENSMUSG00000056380	1391	754	3069	3069
ENSMUSG00000084147	477	477	477	477
ENSMUSG00000082594	936	936	936	936
ENSMUSG00000082337	215	215	215	215
ENSMUSG00000085489	960	764	1846	2517
ENSMUSG00000083411	347	347	347	347
ENSMUSG00000084061	784	784	784	784
ENSMUSG00000033965	1787	660	4152	4263
ENSMUSG00000104064	2010	2010	2010	2010
ENSMUSG00000073257	874	874	874	874
ENSMUSG00000083605	282	282	282	282
ENSMUSG00002076267	86	86	86	86
ENSMUSG00000082322	1014	1014	1014	1014
ENSMUSG00000085060	1959	1959	1959	1959
ENSMUSG00000081689	561	561	561	561
ENSMUSG00000096311	639	639	639	639
ENSMUSG00000073131	3231	4195	4652	7303
ENSMUSG00000073255	751	751	864	864
ENSMUSG00000085989	661	661	661	661
ENSMUSG00000085325	740	740	804	1083
ENSMUSG00000096539	639	639	639	639
ENSMUSG00000041380	3109	3057	4883	9328
ENSMUSG00000056537	5543	7429	7439	8917
ENSMUSG00000077767	128	128	128	128
ENSMUSG00000092879	105	105	105	105
ENSMUSG00000080825	267	267	267	267
ENSMUSG00000076458	108	108	108	108
ENSMUSG00000064876	107	107	107	107
ENSMUSG00000093039	87	87	87	87
ENSMUSG00000073130	2492	2492	2838	2994
ENSMUSG00000077199	138	138	138	138
ENSMUSG00000093122	86	86	86	86
ENSMUSG00000080331	98	98	98	98
ENSMUSG00002076103	91	91	91	91
ENSMUSG00000084713	138	138	138	138
ENSMUSG00000065450	112	112	112	112
ENSMUSG00000094759	773	773	907	907
ENSMUSG00000033361	3227	3408	5931	6087
ENSMUSG00000046449	9192	10891	11476	11532
ENSMUSG00000076286	100	100	100	100
ENSMUSG00000053593	936	938	1053	1500
ENSMUSG00000031289	1908	1908	2281	2281
ENSMUSG00000005864	1716	1716	3064	3095
ENSMUSG00000033343	948	948	948	948
ENSMUSG00000118459	1908	1908	1908	1908
ENSMUSG00000114356	1123	1123	1123	1123
ENSMUSG00000031333	3130	3130	5667	5905
ENSMUSG00000094601	863	863	1015	1015
ENSMUSG00000083327	2406	2406	2406	2406
ENSMUSG00000082996	465	465	465	465
ENSMUSG00000099711	1943	1943	1943	1943
ENSMUSG00000118481	333	333	333	333
ENSMUSG00000073016	2304	2304	2304	2304
ENSMUSG00000031340	2274	1938	4306	4736
ENSMUSG00000118409	1908	1908	1908	1908
ENSMUSG00000065542	82	82	82	82
ENSMUSG00000070138	85	85	85	85
ENSMUSG00000094115	818	818	818	818
ENSMUSG00000084982	347	347	347	347
ENSMUSG00000086246	291	291	291	291
ENSMUSG00000101500	1908	1908	1908	1908
ENSMUSG00000087224	663	663	663	663
ENSMUSG00000114725	766	766	766	766
ENSMUSG00000043453	1821	1821	1821	1821
ENSMUSG00000087649	291	291	291	291
ENSMUSG00000085552	383	383	383	383
ENSMUSG00000079649	711	711	711	711
ENSMUSG00000079297	1350	1350	1350	1350
ENSMUSG00000087007	612	612	612	612
ENSMUSG00000101294	1917	1917	1917	1917
ENSMUSG00000086668	868	868	868	868
ENSMUSG00000086525	351	351	351	351
ENSMUSG00000085756	288	288	288	288
ENSMUSG00000033906	5509	5509	5509	5509
ENSMUSG00000087468	868	868	868	868
ENSMUSG00000089171	107	107	107	107
ENSMUSG00000095934	1701	1701	1701	1701
ENSMUSG00000083049	291	291	291	291
ENSMUSG00000100364	561	561	561	561
ENSMUSG00000078324	1701	1701	1701	1701
ENSMUSG00000031224	2316	2316	2316	2316
ENSMUSG00000096915	1497	1497	1497	1497
ENSMUSG00000081703	498	498	498	498
ENSMUSG00000088960	111	111	111	111
ENSMUSG00000082600	781	781	781	781
ENSMUSG00000118429	1929	1929	1929	1929
ENSMUSG00000095659	851	851	1016	1016
ENSMUSG00000118438	1929	1929	1929	1929
ENSMUSG00000084363	638	638	638	638
ENSMUSG00000087491	1961	2010	2098	2406
ENSMUSG00000031343	2013	1790	3662	3924
ENSMUSG00000081471	3088	3088	3088	3088
ENSMUSG00000076455	107	107	107	107
ENSMUSG00000077847	80	80	80	80
ENSMUSG00000073247	924	924	924	924
ENSMUSG00000086757	1941	1941	1941	1941
ENSMUSG00000095899	639	639	639	639
ENSMUSG00000085000	1118	1118	1118	1118
ENSMUSG00000073245	783	783	928	928
ENSMUSG00000085107	1233	1233	1233	1233
ENSMUSG00000082799	661	661	661	661
ENSMUSG00000087847	275	275	275	275
ENSMUSG00000031290	3425	4314	4930	6420
ENSMUSG00000080250	1029	1029	1029	1029
ENSMUSG00000084191	187	187	187	187
ENSMUSG00000031226	2384	2638	3276	6098
ENSMUSG00000085441	1182	1182	1182	1182
ENSMUSG00000031227	3550	3550	3550	3550
ENSMUSG00000082245	1095	1095	1095	1095
ENSMUSG00000083889	730	730	730	730
ENSMUSG00000085791	345	345	345	345
ENSMUSG00000083744	737	737	737	737
ENSMUSG00000065499	88	88	88	88
ENSMUSG00000095872	1688	1688	2027	2043
ENSMUSG00000083970	844	844	844	844
ENSMUSG00000065425	98	98	98	98
ENSMUSG00000082464	606	606	606	606
ENSMUSG00000072931	2029	2029	2029	2029
ENSMUSG00000080046	803	803	803	803
ENSMUSG00000083809	881	881	881	881
ENSMUSG00000084376	192	192	192	192
ENSMUSG00000082275	841	841	841	841
ENSMUSG00000094643	1762	1762	1762	1762
ENSMUSG00000063442	387	387	387	387
ENSMUSG00000031230	1645	1645	1645	1645
ENSMUSG00000072930	2028	2028	2028	2028
ENSMUSG00000072929	2026	2026	2026	2026
ENSMUSG00000081533	878	878	878	878
ENSMUSG00000084001	836	836	836	836
ENSMUSG00000096453	1762	1762	1762	1762
ENSMUSG00000083231	878	878	878	878
ENSMUSG00000031093	3605	2970	6665	9240
ENSMUSG00000094885	2028	2028	2028	2212
ENSMUSG00000086974	574	574	574	574
ENSMUSG00000096213	1508	1508	1508	1508
ENSMUSG00000096179	1196	1196	1196	1196
ENSMUSG00000096899	1769	1769	1769	1769
ENSMUSG00000094941	2022	2022	2022	2022
ENSMUSG00000095820	1508	1508	1508	1508
ENSMUSG00000093851	1196	1196	1196	1196
ENSMUSG00000095408	1769	1769	1769	1769
ENSMUSG00000096008	573	573	573	573
ENSMUSG00000095621	2028	2028	2028	2028
ENSMUSG00000096338	573	573	573	573
ENSMUSG00000072923	1977	1977	1977	1977
ENSMUSG00000058328	1410	1562	1650	1843
ENSMUSG00000094964	1502	1502	1502	1502
ENSMUSG00000095561	1770	1770	1770	1770
ENSMUSG00000094378	1991	1991	2029	2045
ENSMUSG00000082937	1430	1430	1430	1430
ENSMUSG00000084395	1172	1172	1172	1172
ENSMUSG00000095082	2026	2026	2026	2026
ENSMUSG00000095534	1502	1502	1502	1502
ENSMUSG00000081827	871	871	871	871
ENSMUSG00000031229	1700	771	10275	21757
ENSMUSG00000094767	1770	1770	1770	1770
ENSMUSG00000087360	628	628	842	842
ENSMUSG00000084678	183	183	183	183
ENSMUSG00000081928	204	204	204	204
ENSMUSG00000079965	549	549	549	549
ENSMUSG00000084575	112	112	112	112
ENSMUSG00000041353	1245	1253	3673	7621
ENSMUSG00000082974	279	279	279	279
ENSMUSG00000081187	2117	2117	2117	2117
ENSMUSG00000031232	3167	4115	4531	4672
ENSMUSG00000031231	569	526	1001	1214
ENSMUSG00000025269	1928	1757	4742	8744
ENSMUSG00000025270	1245	1230	2037	2403
ENSMUSG00000099172	61	61	61	61
ENSMUSG00000033792	3664	4542	4900	8734
ENSMUSG00000033777	2198	2198	4060	4304
ENSMUSG00000081081	613	613	613	613
ENSMUSG00000062070	1440	1764	1825	2244
ENSMUSG00000047242	1965	2512	2633	3158
ENSMUSG00000025271	1323	914	2681	4017
ENSMUSG00000079641	537	512	612	1434
ENSMUSG00000065642	131	131	131	131
ENSMUSG00000073012	3662	3662	3662	3662
ENSMUSG00000082618	647	647	647	647
ENSMUSG00000081289	3185	3185	3185	3185
ENSMUSG00000083814	1255	1255	1255	1255
ENSMUSG00000119174	110	110	110	110
ENSMUSG00000084219	327	327	327	327
ENSMUSG00000036572	1892	2344	2553	3999
ENSMUSG00000081778	3114	3114	3114	3114
ENSMUSG00000016409	2372	2372	4230	4326
ENSMUSG00000036551	1792	1792	1792	1792
ENSMUSG00000016427	419	419	419	419
ENSMUSG00000036537	1223	1223	1223	1223
ENSMUSG00000073243	817	817	817	817
ENSMUSG00000071773	883	883	883	883
ENSMUSG00000051827	765	765	795	844
ENSMUSG00000033737	1240	624	4859	6315
ENSMUSG00002076096	110	110	110	110
ENSMUSG00000052821	3100	3100	5142	5142
ENSMUSG00000071772	726	653	1053	1053
ENSMUSG00000079639	1397	1397	1869	2289
ENSMUSG00000073010	1632	1632	1809	2150
ENSMUSG00000064553	162	162	162	162
ENSMUSG00000082174	478	478	478	478
ENSMUSG00000083432	293	293	293	293
ENSMUSG00000081395	507	507	507	507
ENSMUSG00000083595	1354	1354	1354	1354
ENSMUSG00000065733	107	107	107	107
ENSMUSG00002076607	121	121	121	121
ENSMUSG00000083063	218	218	218	218
ENSMUSG00000095601	696	740	828	1008
ENSMUSG00000082939	372	372	372	372
ENSMUSG00000080841	292	292	292	292
ENSMUSG00000094945	901	901	901	901
ENSMUSG00000047686	2948	2948	2948	2948
ENSMUSG00000079638	799	799	799	799
ENSMUSG00000084056	868	868	868	868
ENSMUSG00000049929	4238	4238	4238	4238
ENSMUSG00000071771	1359	1359	1831	2213
ENSMUSG00000050921	2783	2757	2888	2982
ENSMUSG00000079637	657	688	762	1149
ENSMUSG00000054293	1834	1890	3044	3465
ENSMUSG00000082630	795	795	795	795
ENSMUSG00000080898	471	471	471	471
ENSMUSG00000079636	708	651	1053	1053
ENSMUSG00000079635	1377	1377	1851	2249
ENSMUSG00000025272	2481	1822	6610	7296
ENSMUSG00000095698	685	685	685	685
ENSMUSG00000119329	143	143	143	143
ENSMUSG00000082297	825	825	825	825
ENSMUSG00000079633	1372	1372	1808	2239
ENSMUSG00000081396	652	652	652	652
ENSMUSG00000073008	3271	3588	5112	5402
ENSMUSG00000082961	595	595	595	595
ENSMUSG00000080939	948	948	948	948
ENSMUSG00000081131	1027	1027	1027	1027
ENSMUSG00000080758	789	789	789	789
ENSMUSG00000096788	767	767	799	848
ENSMUSG00000031239	1744	1744	1744	1744
ENSMUSG00000082172	315	315	315	315
ENSMUSG00000059626	709	653	1053	1053
ENSMUSG00000071770	1401	1401	1825	2298
ENSMUSG00000095741	643	643	799	799
ENSMUSG00000095510	744	745	1008	1008
ENSMUSG00000079630	1397	1397	1847	2290
ENSMUSG00000080933	991	991	991	991
ENSMUSG00000080241	451	451	451	451
ENSMUSG00000119532	143	143	143	143
ENSMUSG00000079629	642	642	795	797
ENSMUSG00000031241	2709	2947	5217	5550
ENSMUSG00000079628	1410	1410	1841	2315
ENSMUSG00000031242	3397	3397	5842	6337
ENSMUSG00000071769	729	658	1053	1053
ENSMUSG00000064697	144	144	144	144
ENSMUSG00000079627	637	637	779	787
ENSMUSG00000106388	322	322	322	322
ENSMUSG00000081195	322	322	322	322
ENSMUSG00000073007	1793	1836	3004	3160
ENSMUSG00000073006	1065	1065	1661	1690
ENSMUSG00000081807	2846	2846	2846	2846
ENSMUSG00000082354	820	820	820	820
ENSMUSG00000025268	1479	1426	2572	3239
ENSMUSG00000081560	2694	2694	2694	2694
ENSMUSG00000080582	128	128	128	128
ENSMUSG00000098311	448	448	448	448
ENSMUSG00000081194	988	988	988	988
ENSMUSG00000063663	5183	5740	11619	12692
ENSMUSG00000025266	1818	642	4869	5570
ENSMUSG00000081782	394	394	394	394
ENSMUSG00000081748	156	156	156	156
ENSMUSG00000081793	812	812	812	812
ENSMUSG00000031245	1934	1934	1934	1934
ENSMUSG00000077652	167	167	167	167
ENSMUSG00000119240	107	107	107	107
ENSMUSG00000031246	1304	670	2882	3298
ENSMUSG00002074862	292	292	292	292
ENSMUSG00000083210	884	884	884	884
ENSMUSG00000036502	2546	3311	3695	4490
ENSMUSG00000048621	1602	1602	2793	2795
ENSMUSG00000084009	806	806	806	806
ENSMUSG00000081681	216	216	216	216
ENSMUSG00000082189	1824	1824	1824	1824
ENSMUSG00000083928	1552	1552	1552	1552
ENSMUSG00000082853	2406	2406	2406	2406
ENSMUSG00000083641	836	836	836	836
ENSMUSG00000081211	2629	2629	2629	2629
ENSMUSG00000025265	2174	2050	4001	4931
ENSMUSG00000065907	191	191	191	191
ENSMUSG00000056854	2928	2928	2928	2928
ENSMUSG00000062226	349	349	349	349
ENSMUSG00000016327	4195	4195	4201	4201
ENSMUSG00000025264	2456	2557	3804	3805
ENSMUSG00000082497	660	660	660	660
ENSMUSG00000081942	360	360	360	360
ENSMUSG00000081473	394	394	394	394
ENSMUSG00000081625	385	385	385	385
ENSMUSG00000086286	379	379	379	379
ENSMUSG00000083596	483	483	483	483
ENSMUSG00000064524	104	104	104	104
ENSMUSG00000016534	2612	2633	3604	9552
ENSMUSG00000087390	3123	3123	3123	3123
ENSMUSG00000025262	5643	5643	5823	5823
ENSMUSG00000064416	150	150	150	150
ENSMUSG00000084166	717	717	717	717
ENSMUSG00000082423	156	156	156	156
ENSMUSG00000031095	3222	3223	3354	3873
ENSMUSG00000025525	1527	1359	2441	3486
ENSMUSG00000000355	582	501	783	1571
ENSMUSG00000025527	1934	1934	2412	2414
ENSMUSG00000083520	3577	3577	3577	3577
ENSMUSG00000083818	1286	1286	1286	1286
ENSMUSG00000048970	1449	1449	1449	1449
ENSMUSG00000085611	579	579	579	579
ENSMUSG00000085635	2494	2494	2494	2494
ENSMUSG00002076143	66	66	66	66
ENSMUSG00000082723	294	294	294	294
ENSMUSG00000051361	900	900	1291	1291
ENSMUSG00000081147	1558	1558	1558	1558
ENSMUSG00000080896	174	174	174	174
ENSMUSG00000084030	947	947	947	947
ENSMUSG00000084039	256	256	256	256
ENSMUSG00000084247	321	321	321	321
ENSMUSG00000064529	105	105	105	105
ENSMUSG00000025528	1266	1266	1276	1287
ENSMUSG00000086157	1848	1848	1848	1848
ENSMUSG00000083665	560	560	560	560
ENSMUSG00000083484	279	279	279	279
ENSMUSG00000084287	1111	1111	1111	1111
ENSMUSG00000081880	1559	1559	1559	1559
ENSMUSG00000083515	256	256	256	256
ENSMUSG00000025529	2840	3168	4330	5535
ENSMUSG00000034607	3886	3886	3886	3886
ENSMUSG00000081399	908	908	908	908
ENSMUSG00000084097	163	163	163	163
ENSMUSG00000082636	155	155	155	155
ENSMUSG00000081555	979	979	979	979
ENSMUSG00000083103	475	475	475	475
ENSMUSG00000081082	208	208	208	208
ENSMUSG00000082392	943	943	943	943
ENSMUSG00000084963	2621	2621	2621	2621
ENSMUSG00000083560	680	680	680	680
ENSMUSG00000025531	2811	3386	4868	6780
ENSMUSG00000065510	70	70	70	70
ENSMUSG00000081831	1337	1337	1337	1337
ENSMUSG00000041229	2918	3105	6359	9318
ENSMUSG00000064665	106	106	106	106
ENSMUSG00000082342	915	915	915	915
ENSMUSG00000081331	177	177	177	177
ENSMUSG00000083379	604	604	604	604
ENSMUSG00000118781	119	119	119	119
ENSMUSG00000083719	387	387	387	387
ENSMUSG00000001986	3439	3645	5206	9859
ENSMUSG00002076088	85	85	85	85
ENSMUSG00000082966	384	384	384	384
ENSMUSG00000081918	752	752	752	752
ENSMUSG00000025592	3011	2707	5155	9868
ENSMUSG00000080428	126	126	126	126
ENSMUSG00000087765	124	124	124	124
ENSMUSG00000082511	1569	1569	1569	1569
ENSMUSG00000082567	1351	1351	1351	1351
ENSMUSG00000084031	1487	1487	1487	1487
ENSMUSG00000079963	739	739	739	739
ENSMUSG00000037475	1667	922	7622	12666
ENSMUSG00000081398	666	666	666	666
ENSMUSG00000080798	573	573	573	573
ENSMUSG00002075296	127	127	127	127
ENSMUSG00000025860	3290	1817	6834	9469
ENSMUSG00000025597	3347	3566	3584	3584
ENSMUSG00000082324	1816	1816	1816	1816
ENSMUSG00000104042	330	330	330	330
ENSMUSG00000081978	1361	1361	1361	1361
ENSMUSG00000082070	477	477	477	477
ENSMUSG00000081354	270	270	270	270
ENSMUSG00000083561	439	439	439	439
ENSMUSG00000081160	207	207	207	207
ENSMUSG00000050435	743	743	743	743
ENSMUSG00000047079	743	743	743	743
ENSMUSG00000085619	283	283	283	283
ENSMUSG00000082440	459	459	459	459
ENSMUSG00000082260	348	348	348	348
ENSMUSG00000083971	459	459	459	459
ENSMUSG00000083452	639	639	639	639
ENSMUSG00002074939	124	124	124	124
ENSMUSG00000098405	381	381	381	381
ENSMUSG00000080965	633	633	633	633
ENSMUSG00000081034	1001	1001	1001	1001
ENSMUSG00000083663	537	537	537	537
ENSMUSG00000081124	390	390	390	390
ENSMUSG00000083352	854	854	854	854
ENSMUSG00002076312	88	88	88	88
ENSMUSG00000084053	335	335	335	335
ENSMUSG00000064551	164	164	164	164
ENSMUSG00000072995	1596	1596	1596	1596
ENSMUSG00000082482	348	348	348	348
ENSMUSG00002075399	115	115	115	115
ENSMUSG00000043295	303	303	303	303
ENSMUSG00000080954	390	390	390	390
ENSMUSG00000067441	348	348	348	348
ENSMUSG00000080852	268	268	268	268
ENSMUSG00000081134	1093	1093	1093	1093
ENSMUSG00000083345	990	990	990	990
ENSMUSG00000100780	369	369	369	369
ENSMUSG00000083602	989	989	989	989
ENSMUSG00000084283	2031	2031	2031	2031
ENSMUSG00000081659	2105	2105	2105	2105
ENSMUSG00000084324	451	451	451	451
ENSMUSG00000082403	204	204	204	204
ENSMUSG00000081466	1773	1773	1773	1773
ENSMUSG00000084138	204	204	204	204
ENSMUSG00000081268	351	351	351	351
ENSMUSG00000083031	1805	1805	1805	1805
ENSMUSG00000100194	1030	1030	1030	1030
ENSMUSG00000100133	1030	1030	1030	1030
ENSMUSG00000081171	1109	1109	1109	1109
ENSMUSG00000081587	508	508	508	508
ENSMUSG00000088313	116	116	116	116
ENSMUSG00000086431	1850	1850	1850	1850
ENSMUSG00000034732	2338	2338	2434	2434
ENSMUSG00000083151	1290	1290	1290	1290
ENSMUSG00000084172	856	856	856	856
ENSMUSG00000082927	1008	1008	1008	1008
ENSMUSG00000082718	477	477	477	477
ENSMUSG00000083616	348	348	348	348
ENSMUSG00000083321	253	253	253	253
ENSMUSG00000081546	454	454	454	454
ENSMUSG00000081728	652	652	652	652
ENSMUSG00000083275	1174	1174	1174	1174
ENSMUSG00000077435	128	128	128	128
ENSMUSG00000080695	975	975	975	975
ENSMUSG00002076256	124	124	124	124
ENSMUSG00000083668	1587	1587	1587	1587
ENSMUSG00000083699	453	453	453	453
ENSMUSG00000088539	136	136	136	136
ENSMUSG00000082590	546	546	546	546
ENSMUSG00000084054	1118	1118	1118	1118
ENSMUSG00000084110	768	768	768	768
ENSMUSG00002075736	100	100	100	100
ENSMUSG00000082840	1557	1557	1557	1557
ENSMUSG00000081095	296	296	296	296
ENSMUSG00000083537	336	336	336	336
ENSMUSG00000055733	2837	2837	2837	2837
ENSMUSG00000086452	303	303	303	303
ENSMUSG00000081874	323	323	323	323
ENSMUSG00000025862	2747	1370	6171	8273
ENSMUSG00000083450	168	168	168	168
ENSMUSG00000105993	1834	1834	1834	1834
ENSMUSG00000005696	1275	883	2746	5505
ENSMUSG00000084047	1263	1263	1263	1263
ENSMUSG00000083920	676	676	676	676
ENSMUSG00000081456	788	788	788	788
ENSMUSG00000083024	442	442	442	442
ENSMUSG00000025261	2621	858	14579	23507
ENSMUSG00002076166	110	110	110	110
ENSMUSG00000077379	129	129	129	129
ENSMUSG00000084256	1394	1394	1394	1394
ENSMUSG00000083999	1310	1310	1310	1310
ENSMUSG00000081072	812	812	812	812
ENSMUSG00000082117	2187	2187	2187	2187
ENSMUSG00000082205	902	902	902	902
ENSMUSG00000082537	943	943	943	943
ENSMUSG00000089128	124	124	124	124
ENSMUSG00000077628	131	131	131	131
ENSMUSG00002076316	203	203	203	203
ENSMUSG00000083177	1052	1052	1052	1052
ENSMUSG00000083205	788	788	788	788
ENSMUSG00000093219	76	76	76	76
ENSMUSG00000082905	1623	1623	1623	1623
ENSMUSG00000083858	1035	1035	1035	1035
ENSMUSG00002076200	337	337	337	337
ENSMUSG00000083062	736	736	736	736
ENSMUSG00000016150	7202	6456	12879	17747
ENSMUSG00000077558	130	130	130	130
ENSMUSG00000083098	391	391	391	391
ENSMUSG00000065622	190	190	190	190
ENSMUSG00000081300	658	658	658	658
ENSMUSG00000082839	172	172	172	172
ENSMUSG00000083598	283	283	283	283
ENSMUSG00000078320	2074	2074	2074	2074
ENSMUSG00000081856	718	718	718	718
ENSMUSG00000051323	5294	7035	10289	10464
ENSMUSG00000081036	635	635	635	635
ENSMUSG00000081704	448	448	448	448
ENSMUSG00000050926	2885	2885	2885	2885
ENSMUSG00000082775	395	395	395	395
ENSMUSG00000080714	340	340	340	340
ENSMUSG00000045284	3502	3502	3509	3531
ENSMUSG00000083721	970	970	970	970
ENSMUSG00000031250	1353	1353	1353	1353
ENSMUSG00000037086	1110	1110	1110	1110
ENSMUSG00000080764	1155	1155	1155	1155
ENSMUSG00000081129	268	268	268	268
ENSMUSG00000082886	2450	2450	2450	2450
ENSMUSG00000084158	235	235	235	235
ENSMUSG00000119236	107	107	107	107
ENSMUSG00000084000	1533	1533	1533	1533
ENSMUSG00000085157	769	769	769	769
ENSMUSG00000046615	1339	1339	1339	1339
ENSMUSG00000081551	447	447	447	447
ENSMUSG00000063816	408	408	408	408
ENSMUSG00000101233	457	457	457	457
ENSMUSG00000082204	741	741	741	741
ENSMUSG00000083499	902	902	902	902
ENSMUSG00000082426	966	966	966	966
ENSMUSG00000083094	1005	1005	1005	1005
ENSMUSG00000084348	1553	1553	1553	1553
ENSMUSG00000082894	1886	1886	1886	1886
ENSMUSG00000067377	847	561	1765	2060
ENSMUSG00000084875	196	196	196	196
ENSMUSG00000031253	2569	2569	2848	2922
ENSMUSG00000031099	2550	2304	4798	6118
ENSMUSG00000068014	483	483	483	483
ENSMUSG00000031255	2276	2958	3753	5125
ENSMUSG00000080788	1629	1629	1629	1629
ENSMUSG00000001173	2666	2910	5253	9486
ENSMUSG00000037010	3149	3149	3149	3149
ENSMUSG00000031256	2629	1746	7514	9180
ENSMUSG00000093172	82	82	82	82
ENSMUSG00000037005	2085	3017	3498	4878
ENSMUSG00000031101	2677	2677	2677	2677
ENSMUSG00000084885	729	737	876	1816
ENSMUSG00000091863	843	843	1050	1050
ENSMUSG00000083948	903	903	903	903
ENSMUSG00000036985	2097	2101	3432	6733
ENSMUSG00000064806	159	159	159	159
ENSMUSG00000031257	1414	1581	2563	3307
ENSMUSG00000031258	1639	1639	2876	3024
ENSMUSG00000052549	1740	1740	1740	1740
ENSMUSG00000063785	1819	2138	2507	4130
ENSMUSG00002076619	104	104	104	104
ENSMUSG00000084275	532	532	532	532
ENSMUSG00000081180	348	348	348	348
ENSMUSG00002076264	101	101	101	101
ENSMUSG00000098118	412	412	412	412
ENSMUSG00000071665	3141	3141	3210	3213
ENSMUSG00000041658	1552	1552	2258	2258
ENSMUSG00000082733	274	274	274	274
ENSMUSG00000041649	3135	4407	4752	5206
ENSMUSG00000080743	981	981	981	981
ENSMUSG00000041633	4823	4823	4851	4906
ENSMUSG00000109128	545	545	545	545
ENSMUSG00000086316	764	781	1346	1971
ENSMUSG00000082906	280	280	280	280
ENSMUSG00000036959	4088	3913	7446	8516
ENSMUSG00000046550	756	536	1309	1377
ENSMUSG00000067369	2881	3128	4099	4648
ENSMUSG00000033578	1918	1918	1918	1918
ENSMUSG00000031103	4457	5847	6088	6148
ENSMUSG00000084367	856	856	856	856
ENSMUSG00000064818	108	108	108	108
ENSMUSG00000082197	986	986	986	986
ENSMUSG00000072100	1079	1079	1079	1079
ENSMUSG00000063728	1206	1206	1212	1212
ENSMUSG00000094196	963	963	963	963
ENSMUSG00000083554	2726	2726	2726	2726
ENSMUSG00002075357	110	110	110	110
ENSMUSG00000079350	1646	1646	1646	1646
ENSMUSG00000055746	1428	1302	1685	1730
ENSMUSG00002075311	110	110	110	110
ENSMUSG00000079349	1461	1461	1563	1644
ENSMUSG00000096644	1108	1108	1108	1108
ENSMUSG00000057402	1077	1077	1077	1077
ENSMUSG00000088232	132	132	132	132
ENSMUSG00000045694	360	360	360	360
ENSMUSG00000083823	994	994	994	994
ENSMUSG00000081364	630	630	630	630
ENSMUSG00000082560	702	702	702	702
ENSMUSG00000036932	1859	2221	3364	4006
ENSMUSG00000031104	1158	1158	1158	1158
ENSMUSG00000025283	1036	1162	1352	2774
ENSMUSG00000084065	764	764	764	764
