gene	mean	median	longest_isoform	merged
ENSG00000201085	104	104	104	104
ENSG00000202215	176	176	176	176
ENSG00000212191	71	71	71	71
ENSG00000259959	4218	4218	4218	4218
ENSG00000170448	2586	3193	3880	4494
ENSG00000163293	1444	699	5302	5983
ENSG00000200269	108	108	108	108
ENSG00000283499	58	58	58	58
ENSG00000202014	102	102	102	102
ENSG00000260120	2091	2091	2091	2091
ENSG00000264585	66	66	66	66
ENSG00000286161	556	556	556	556
ENSG00000212588	122	122	122	122
ENSG00000248375	751	751	751	751
ENSG00000226887	2289	2744	3614	4022
ENSG00000212490	123	123	123	123
ENSG00000199901	102	102	102	102
ENSG00000128045	1454	1733	1968	2445
ENSG00000252266	100	100	100	100
ENSG00000201496	301	301	301	301
ENSG00000237868	479	479	479	479
ENSG00000241037	304	304	304	304
ENSG00000164113	1244	977	1963	2699
ENSG00000201050	107	107	107	107
ENSG00000248329	994	674	2432	2919
ENSG00000250227	1419	1419	1419	1419
ENSG00000244146	446	446	446	446
ENSG00000285563	3700	3700	3700	3700
ENSG00000221891	458	458	458	458
ENSG00000270960	421	421	421	421
ENSG00000248645	1346	1346	1346	1346
ENSG00000121089	648	648	648	648
ENSG00000236941	1360	1360	1360	1360
ENSG00000248229	523	523	523	523
ENSG00000250887	747	747	747	747
ENSG00000250712	1393	1393	1393	1393
ENSG00000240674	480	480	480	480
ENSG00000176979	1695	1847	2702	3015
ENSG00000276623	547	547	547	547
ENSG00000250430	684	684	684	684
ENSG00000249617	312	312	312	312
ENSG00000187689	885	885	1009	1009
ENSG00000132464	3118	3118	5679	5807
ENSG00000132467	2020	2020	2020	2020
ENSG00000207448	104	104	104	104
ENSG00000207058	106	106	106	106
ENSG00000272986	745	745	745	745
ENSG00000018189	1311	582	4433	9405
ENSG00000283313	83	83	83	83
ENSG00000207007	111	111	111	111
ENSG00000250268	434	434	434	434
ENSG00000231396	1593	1593	1593	1593
ENSG00000233136	1593	1593	1593	1593
ENSG00000227551	1593	1593	1593	1593
ENSG00000232399	1593	1593	1593	1593
ENSG00000249104	1593	1593	1593	1593
ENSG00000250844	1593	1593	1593	1593
ENSG00000250913	551	551	551	551
ENSG00000227140	1593	1593	1593	1593
ENSG00000235780	1593	1593	1593	1593
ENSG00000231051	1593	1593	1593	1593
ENSG00000231637	1593	1593	1593	1593
ENSG00000228856	1593	1593	1593	1593
ENSG00000188438	222	222	222	222
ENSG00000252307	76	76	76	76
ENSG00000232773	237	237	237	237
ENSG00000250745	1593	1593	1593	1593
ENSG00000249811	1593	1593	1593	1593
ENSG00000248933	1593	1593	1593	1593
ENSG00000232264	1593	1593	1593	1593
ENSG00000230430	1593	1593	1593	1593
ENSG00000229579	1593	1593	1593	1593
ENSG00000249482	1593	1593	1593	1593
ENSG00000250231	1593	1593	1593	1593
ENSG00000248920	1593	1593	1593	1593
ENSG00000251694	1593	1593	1593	1593
ENSG00000205946	1197	1197	1197	1197
ENSG00000249613	619	521	936	971
ENSG00000250298	1085	1085	1516	1516
ENSG00000226950	1609	960	6065	10179
ENSG00000244083	347	347	347	347
ENSG00000240775	348	348	348	348
ENSG00000273007	2107	2107	2505	2849
ENSG00000170917	1557	1146	5306	6582
ENSG00000252030	94	94	94	94
ENSG00000201786	102	102	102	102
ENSG00000213406	926	926	926	926
ENSG00000243883	287	287	287	287
ENSG00000109471	807	807	1029	1119
ENSG00000138698	1144	757	3747	5421
ENSG00000163626	3665	3027	6846	6976
ENSG00000172399	2549	2549	2549	2549
ENSG00000173542	2296	1107	6930	8801
ENSG00000174792	788	635	1725	2040
ENSG00000221296	74	74	74	74
ENSG00000164104	1223	1175	1841	2401
ENSG00000164105	753	753	1097	1309
ENSG00000164106	2821	2821	4000	5103
ENSG00000288025	5159	5159	5159	5159
ENSG00000242882	893	893	893	893
ENSG00000286226	919	919	919	919
ENSG00000252898	102	102	102	102
ENSG00000261646	2209	2209	2209	2209
ENSG00000164107	1619	1373	2780	3601
ENSG00000234801	971	971	971	971
ENSG00000213370	644	644	644	644
ENSG00000249488	636	636	636	636
ENSG00000283219	154	154	154	154
ENSG00000249502	2011	2011	2128	2128
ENSG00000118579	3172	742	10858	10972
ENSG00000047662	6731	6731	6731	6731
ENSG00000163257	1945	757	4547	4816
ENSG00000109805	1948	807	4587	4847
ENSG00000235413	979	979	979	979
ENSG00000151014	1424	1572	1962	2512
ENSG00000252503	104	104	104	104
ENSG00000240723	282	282	282	282
ENSG00000179967	445	445	445	445
ENSG00000276396	292	292	292	292
ENSG00000265892	306	306	306	306
ENSG00000207384	119	119	119	119
ENSG00000252362	94	94	94	94
ENSG00000206722	104	104	104	104
ENSG00000137463	1224	1224	1224	1224
ENSG00000109390	925	743	2282	2994
ENSG00000200520	109	109	109	109
ENSG00000239005	127	127	127	127
ENSG00000272783	289	289	289	289
ENSG00000207009	110	110	110	110
ENSG00000163950	1273	1326	1810	1884
ENSG00000168924	1757	966	5371	8093
ENSG00000248188	387	387	387	387
ENSG00000004468	1980	1560	5620	6857
ENSG00000251644	657	657	657	657
ENSG00000137440	1351	1351	1351	1351
ENSG00000137441	775	775	1105	1187
ENSG00000007062	1894	1177	4349	7457
ENSG00000169762	960	676	4521	7758
ENSG00000249234	414	414	414	414
ENSG00000201297	111	111	111	111
ENSG00000283550	49	49	49	49
ENSG00000251436	1738	1738	1738	1738
ENSG00000145375	3532	2492	8116	9313
ENSG00000250322	170	170	170	170
ENSG00000164056	1721	2348	2608	3963
ENSG00000241250	555	555	555	555
ENSG00000227040	567	567	567	567
ENSG00000240545	295	295	295	295
ENSG00000265894	298	298	298	298
ENSG00000278226	260	260	260	260
ENSG00000251799	97	97	97	97
ENSG00000269949	447	447	447	447
ENSG00000084092	2218	2218	2218	2218
ENSG00000047315	1850	594	4108	5891
ENSG00000251703	101	101	101	101
ENSG00000163453	1237	1251	1427	1930
ENSG00000250384	450	450	450	450
ENSG00000287369	854	854	854	854
ENSG00000084093	4663	6803	7371	9408
ENSG00000164111	996	1036	1638	2925
ENSG00000123737	1242	980	3882	4710
ENSG00000145386	2748	2748	2748	2748
ENSG00000138686	1464	743	3840	4930
ENSG00000261501	2266	2266	2266	2266
ENSG00000138741	3555	2700	8401	9210
ENSG00000273133	556	556	556	556
ENSG00000118564	1462	679	3488	4701
ENSG00000237765	968	654	4287	4766
ENSG00000288606	572	572	572	572
ENSG00000109743	1309	1002	1993	2865
ENSG00000214846	666	666	666	666
ENSG00000236959	882	882	882	882
ENSG00000284695	716	716	716	716
ENSG00000109193	1343	1343	1773	2084
ENSG00000251489	530	530	530	530
ENSG00000126545	687	734	998	998
ENSG00000126549	681	679	808	2140
ENSG00000126550	1372	610	3723	3784
ENSG00000187533	2769	3007	4784	5289
ENSG00000205649	628	615	775	2035
ENSG00000132465	648	533	1286	1546
ENSG00000242727	412	412	412	412
ENSG00000186212	3993	3993	3993	3993
ENSG00000234036	310	310	310	310
ENSG00000214062	724	724	724	724
ENSG00000271676	964	964	964	964
ENSG00000201641	110	110	110	110
ENSG00000222592	100	100	100	100
ENSG00000134962	6002	6002	6002	6002
ENSG00000264621	65	65	65	65
ENSG00000238797	100	100	100	100
ENSG00000121897	1610	1444	4115	11318
ENSG00000109814	1273	580	3037	4025
ENSG00000249930	244	244	244	244
ENSG00000163682	826	662	2420	4938
ENSG00000145331	1922	846	3694	4386
ENSG00000109339	2489	2466	8941	42623
ENSG00000252757	297	297	297	297
ENSG00000266515	71	71	71	71
ENSG00000151834	2349	1917	8520	16898
ENSG00000177300	2177	2177	2177	2177
ENSG00000197057	3156	2982	6551	7379
ENSG00000168743	1573	1365	4561	6111
ENSG00000053900	1546	731	3807	7444
ENSG00000163145	2190	583	4516	5340
ENSG00000164116	3041	2631	9205	10461
ENSG00000061918	2611	2405	3466	3944
ENSG00000196159	9184	9669	17151	21269
ENSG00000206839	109	109	109	109
ENSG00000250464	553	553	553	553
ENSG00000251111	597	597	597	597
ENSG00000134851	1082	792	1931	7048
ENSG00000239040	103	103	103	103
ENSG00000238585	114	114	114	114
ENSG00000197468	930	930	930	930
ENSG00000249272	705	705	705	705
ENSG00000249347	352	352	352	352
ENSG00000251313	781	781	781	781
ENSG00000250342	210	210	210	210
ENSG00000249767	933	933	933	933
ENSG00000121211	674	734	929	1511
ENSG00000248998	1603	1603	1603	1603
ENSG00000249351	818	818	818	818
ENSG00000243199	870	870	870	870
ENSG00000222765	196	196	196	196
ENSG00000251527	768	768	768	768
ENSG00000231841	762	762	762	762
ENSG00000243312	861	861	861	861
ENSG00000163633	813	675	1610	2100
ENSG00000250202	315	315	315	315
ENSG00000285458	1507	1507	2306	2497
ENSG00000251411	1110	1110	1110	1110
ENSG00000284968	1015	735	2158	2801
ENSG00000145332	2952	2822	5631	7354
ENSG00000248196	891	891	891	891
ENSG00000248180	995	995	995	995
ENSG00000263981	89	89	89	89
ENSG00000170509	2318	2318	2368	2377
ENSG00000255723	349	349	349	349
ENSG00000198189	831	641	1782	2332
ENSG00000240966	292	292	292	292
ENSG00000207182	163	163	163	163
ENSG00000151615	3144	3144	3144	3144
ENSG00000279376	4159	4159	4159	4159
ENSG00000223569	1662	1662	1662	1662
ENSG00000207171	131	131	131	131
ENSG00000229226	449	449	449	449
ENSG00000249623	448	448	448	448
ENSG00000198515	1539	701	2926	3590
ENSG00000200998	113	113	113	113
ENSG00000251019	289	289	289	289
ENSG00000266270	70	70	70	70
ENSG00000163291	2214	1117	9811	12403
ENSG00000242175	300	300	300	300
ENSG00000164306	1308	1138	2174	2789
ENSG00000151725	1117	705	2494	3483
ENSG00000266698	98	98	98	98
ENSG00000251147	464	464	464	464
ENSG00000263458	58	58	58	58
ENSG00000279460	3851	3851	3851	3851
ENSG00000251906	100	100	100	100
ENSG00000276992	153	153	153	153
ENSG00000251473	1114	1114	1114	1114
ENSG00000252136	108	108	108	108
ENSG00000243383	283	283	283	283
ENSG00000200917	96	96	96	96
ENSG00000168769	6158	9233	10166	16474
ENSG00000138684	1497	768	3146	3292
ENSG00000181004	2509	3238	3431	3431
ENSG00000249784	125	125	125	125
ENSG00000185049	1301	888	2495	5057
ENSG00000284587	94	94	94	94
ENSG00000185818	6056	6056	6056	6056
ENSG00000249006	1900	1900	1900	1900
ENSG00000250623	581	581	581	581
ENSG00000109685	3826	2666	8568	20352
ENSG00000225405	390	390	390	390
ENSG00000241344	477	477	477	477
ENSG00000250249	353	353	353	353
ENSG00000201644	94	94	94	94
ENSG00000138768	2300	2350	4135	4604
ENSG00000222644	136	136	136	136
ENSG00000090316	1546	1261	5371	9821
ENSG00000163945	3803	3762	12504	16920
ENSG00000254094	527	527	527	527
ENSG00000253399	441	441	441	441
ENSG00000235608	1347	1347	1347	1347
ENSG00000288563	4225	4225	4225	4225
ENSG00000274238	514	514	514	514
ENSG00000277695	522	522	522	522
ENSG00000276542	872	872	872	872
ENSG00000228919	1295	1295	1296	1296
ENSG00000207807	81	81	81	81
ENSG00000250471	579	579	579	579
ENSG00000170801	2281	2281	2539	3319
ENSG00000200469	104	104	104	104
ENSG00000207480	103	103	103	103
ENSG00000138646	2234	2243	3511	4764
ENSG00000249934	1813	1813	1813	1813
ENSG00000145337	1311	1311	1311	1311
ENSG00000255072	1311	1311	1311	1311
ENSG00000285122	280	280	326	335
ENSG00000249755	657	657	657	657
ENSG00000252322	307	307	307	307
ENSG00000164125	2313	701	4985	7880
ENSG00000137449	4386	5049	7069	7370
ENSG00000234828	1304	1274	2138	2886
ENSG00000109180	907	588	1958	4714
ENSG00000138758	1285	598	5545	9740
ENSG00000138738	1654	1146	5207	9517
ENSG00000189184	2591	1407	5925	6686
ENSG00000150627	2894	2398	7333	7801
ENSG00000138757	2534	1454	6379	13799
ENSG00000138795	1210	1037	3575	5361
ENSG00000239939	736	736	736	736
ENSG00000278589	710	710	710	710
ENSG00000250485	2059	2059	2059	2059
ENSG00000157869	1225	1615	1787	2221
ENSG00000256394	1696	1696	1696	1696
ENSG00000151790	1090	722	3139	5264
ENSG00000249013	511	511	511	511
ENSG00000256043	3328	2914	5394	7908
ENSG00000207260	107	107	107	107
ENSG00000170522	1998	591	6570	7274
ENSG00000263940	335	335	335	335
ENSG00000248200	571	571	571	571
ENSG00000166530	229	229	229	229
ENSG00000250594	153	153	153	153
ENSG00000212160	107	107	107	107
ENSG00000250304	1930	1930	1930	1930
ENSG00000251464	739	739	739	739
ENSG00000251046	2341	2341	2341	2341
ENSG00000199894	80	80	80	80
ENSG00000215961	66	66	66	66
ENSG00000251312	645	645	645	645
ENSG00000200963	107	107	107	107
ENSG00000241722	320	320	320	320
ENSG00000288685	4813	4813	4813	4813
ENSG00000250556	517	517	517	517
ENSG00000250307	803	803	803	803
ENSG00000240459	394	394	394	394
ENSG00000243280	313	313	313	313
ENSG00000260526	2036	2036	2036	2036
ENSG00000138660	1761	795	5915	6504
ENSG00000248697	1862	1862	1862	1862
ENSG00000109736	1417	1575	2173	3134
ENSG00000087269	2481	2723	3556	3559
ENSG00000125388	1334	1401	2372	4736
ENSG00000199335	107	107	107	107
ENSG00000278778	230	230	230	230
ENSG00000274693	175	175	175	175
ENSG00000188981	2260	2164	3164	5989
ENSG00000248843	786	786	786	786
ENSG00000286035	3267	3267	3267	3267
ENSG00000250057	394	394	394	394
ENSG00000250677	142	142	142	142
ENSG00000248401	1028	1028	1028	1028
ENSG00000173085	1273	1384	1639	2774
ENSG00000173083	2276	1624	4652	5101
ENSG00000274154	108	108	108	108
ENSG00000251647	639	639	639	639
ENSG00000163312	2039	2029	3543	3712
ENSG00000163319	842	490	2482	4866
ENSG00000163322	1689	1732	4210	7699
ENSG00000213608	901	901	901	901
ENSG00000239525	336	336	336	336
ENSG00000109511	967	894	1441	1836
ENSG00000287188	2647	2647	2647	2647
ENSG00000137628	3560	3659	6718	17337
ENSG00000248317	1440	1440	1440	1440
ENSG00000244422	213	213	213	213
ENSG00000252815	107	107	107	107
ENSG00000250646	455	455	455	455
ENSG00000244034	289	289	289	289
ENSG00000128052	3512	3765	5833	6341
ENSG00000239545	296	296	296	296
ENSG00000250812	630	630	630	630
ENSG00000236530	1591	1591	1591	1591
ENSG00000244002	883	883	883	883
ENSG00000248408	741	741	741	741
ENSG00000212620	127	127	127	127
ENSG00000248340	743	743	743	743
ENSG00000163297	2362	1473	8419	10149
ENSG00000248452	1647	1647	1647	1647
ENSG00000163394	1746	1746	1746	1746
ENSG00000128039	2036	1837	4061	7702
ENSG00000288695	3162	2676	4364	4521
ENSG00000273257	1082	672	2663	2878
ENSG00000153012	3631	3631	6495	6495
ENSG00000281501	2219	2219	4055	4356
ENSG00000038210	2491	2491	3594	3685
ENSG00000271172	511	511	511	511
ENSG00000278135	95	95	95	95
ENSG00000109618	3644	4027	6574	9539
ENSG00000249754	388	388	388	388
ENSG00000241923	622	622	622	622
ENSG00000153132	2083	2725	2820	2822
ENSG00000205301	1360	810	3783	5595
ENSG00000280262	2929	2929	2929	2929
ENSG00000179387	1272	744	4399	6617
ENSG00000109424	1621	1621	1621	1621
ENSG00000287449	1471	1471	1471	1471
ENSG00000242102	298	298	298	298
ENSG00000248621	175	175	175	175
ENSG00000249661	3650	3650	3650	3650
ENSG00000121895	985	749	1923	2562
ENSG00000249685	455	455	455	455
ENSG00000248567	583	583	583	583
ENSG00000250877	425	425	425	425
ENSG00000248785	282	282	282	282
ENSG00000138794	869	708	1634	1943
ENSG00000123739	1852	972	5219	5221
ENSG00000285330	2385	2385	2385	2385
ENSG00000109534	1000	1013	1146	1964
ENSG00000180245	3623	3570	5486	7160
ENSG00000183423	3721	3721	3781	3992
ENSG00000249681	828	828	828	828
ENSG00000250300	658	658	658	658
ENSG00000138813	1626	1711	2542	3253
ENSG00000138823	1889	1155	3920	5123
ENSG00000248745	840	840	840	840
ENSG00000170365	1043	571	3293	7094
ENSG00000250902	481	481	481	481
ENSG00000249245	1877	1877	1877	1877
ENSG00000248356	745	745	745	745
ENSG00000237136	475	312	904	1094
ENSG00000151611	2151	1615	5944	8375
ENSG00000145242	6216	6721	8421	9833
ENSG00000137460	6597	6597	6597	6597
ENSG00000129187	956	683	1931	3349
ENSG00000137473	1266	1171	2226	3353
ENSG00000138756	2714	1955	8012	9931
ENSG00000153130	1895	1864	4995	6296
ENSG00000109771	3604	4106	5519	7392
ENSG00000241002	435	435	435	435
ENSG00000202536	102	102	102	102
ENSG00000241741	796	796	796	796
ENSG00000250500	1352	1352	1352	1352
ENSG00000234841	1301	1301	1301	1301
ENSG00000228814	415	415	415	415
ENSG00000248152	1236	1176	1718	3435
ENSG00000249373	427	427	427	427
ENSG00000283193	93	93	93	93
ENSG00000275810	81	81	81	81
ENSG00000239279	297	297	297	297
ENSG00000206820	164	164	164	164
ENSG00000205208	2609	3358	3366	3630
ENSG00000171503	3640	4072	6777	23865
ENSG00000271817	219	219	219	219
ENSG00000171497	1071	789	1830	2516
ENSG00000206703	107	107	107	107
ENSG00000029559	1573	1573	1573	1573
ENSG00000183199	2173	2173	2173	2173
ENSG00000286618	1785	1785	1785	1785
ENSG00000202000	165	165	165	165
ENSG00000118762	1741	1362	5089	5531
ENSG00000118777	2921	4206	4844	5602
ENSG00000241853	389	389	389	389
ENSG00000201707	108	108	108	108
ENSG00000221440	126	126	126	126
ENSG00000251285	251	251	251	251
ENSG00000199326	101	101	101	101
ENSG00000266690	91	91	91	91
ENSG00000272620	6126	6126	6808	12180
ENSG00000196526	3554	1577	7704	10017
ENSG00000249565	1181	1181	1181	1181
ENSG00000248117	318	318	318	318
ENSG00000138772	1092	856	2932	4895
ENSG00000138759	5601	3100	15871	20323
ENSG00000152591	4331	4331	4331	4331
ENSG00000200024	102	102	102	102
ENSG00000222691	104	104	104	104
ENSG00000155016	3151	3125	4768	5920
ENSG00000138821	2488	3052	4112	8482
ENSG00000241144	300	300	300	300
ENSG00000251572	903	903	903	903
ENSG00000260651	479	479	479	479
ENSG00000109323	2701	3222	7444	11743
ENSG00000241981	463	463	463	463
ENSG00000230069	1355	1355	1355	1355
ENSG00000248971	1426	1426	1426	1426
ENSG00000224207	255	255	255	255
ENSG00000251288	1241	1241	1241	1241
ENSG00000109332	1247	660	4819	10044
ENSG00000286242	824	824	824	824
ENSG00000252739	53	53	53	53
ENSG00000251300	793	793	793	793
ENSG00000200049	101	101	101	101
ENSG00000265623	76	76	76	76
ENSG00000228981	843	843	843	843
ENSG00000286771	1325	1325	1325	1325
ENSG00000287786	1421	1421	1421	1421
ENSG00000251408	4121	4121	4121	4121
ENSG00000286176	1736	1628	1986	2330
ENSG00000145391	2515	1590	6808	13909
ENSG00000249302	462	462	462	462
ENSG00000272717	845	845	845	845
ENSG00000085871	935	740	1780	3172
ENSG00000201533	301	301	301	301
ENSG00000178458	411	411	411	411
ENSG00000164022	2393	2058	5487	9258
ENSG00000200741	115	115	115	115
ENSG00000252489	100	100	100	100
ENSG00000250324	616	616	616	616
ENSG00000157426	2456	2981	3581	4654
ENSG00000242083	798	798	798	798
ENSG00000128059	2004	928	4043	5439
ENSG00000251017	678	678	678	678
ENSG00000081041	753	577	1115	1398
ENSG00000182585	707	339	2681	3299
ENSG00000138796	2139	1734	6677	12881
ENSG00000245928	1685	1685	1685	1685
ENSG00000138755	2761	2761	2761	2761
ENSG00000169245	1175	1175	1175	1175
ENSG00000169248	1123	1123	1479	1781
ENSG00000225846	315	315	315	315
ENSG00000189157	1635	1002	6249	9511
ENSG00000287401	1889	1889	1889	1889
ENSG00000272414	2179	2388	3029	3242
ENSG00000118804	2244	2244	2244	2244
ENSG00000249858	1041	1041	1041	1041
ENSG00000212368	106	106	106	106
ENSG00000240426	319	319	319	319
ENSG00000199857	71	71	71	71
ENSG00000251159	266	266	266	266
ENSG00000151806	2981	3124	4460	4463
ENSG00000163281	1917	1630	5382	7216
ENSG00000273369	441	441	441	441
ENSG00000272936	561	561	561	561
ENSG00000199169	68	68	68	68
ENSG00000199145	68	68	68	68
ENSG00000207927	69	69	69	69
ENSG00000199102	68	68	68	68
ENSG00000284463	73	73	73	73
ENSG00000220924	449	449	449	449
ENSG00000248633	334	334	334	334
ENSG00000250229	155	155	155	155
ENSG00000180801	2244	1902	4603	5146
ENSG00000249304	441	441	441	441
ENSG00000248716	280	280	280	280
ENSG00000125089	2127	1081	5829	10601
ENSG00000152592	2603	2660	2739	3064
ENSG00000118785	1835	1628	4066	7250
ENSG00000109501	2295	2882	3662	6369
ENSG00000172493	3260	1482	9625	10953
ENSG00000196344	1383	1372	2289	2881
ENSG00000177752	884	607	2457	4479
ENSG00000056291	1558	1559	1964	2499
ENSG00000197386	4308	587	14438	21404
ENSG00000109790	3164	3288	7718	9168
ENSG00000163743	1337	1089	4408	6337
ENSG00000248713	10451	10451	10451	10451
ENSG00000250566	973	973	973	973
ENSG00000197888	1745	1745	2481	2572
ENSG00000249472	595	595	595	595
ENSG00000251101	745	745	745	745
ENSG00000251074	851	851	851	851
ENSG00000196620	2134	2134	2134	2134
ENSG00000013810	1721	1567	2943	8825
ENSG00000156234	971	1171	1203	1435
ENSG00000179046	1189	1247	1998	3051
ENSG00000150471	5130	4843	13738	14923
ENSG00000249278	436	436	436	436
ENSG00000207307	106	106	106	106
ENSG00000263445	65	65	65	65
ENSG00000283682	76	76	76	76
ENSG00000164023	1966	581	6240	7635
ENSG00000138688	5744	4359	19591	45272
ENSG00000198787	911	911	911	911
ENSG00000163982	1981	1981	1981	1981
ENSG00000132406	1490	1490	1737	1748
ENSG00000168826	1550	1451	2886	2889
ENSG00000168818	1277	867	3497	5349
ENSG00000248221	542	542	542	542
ENSG00000237170	584	584	584	584
ENSG00000168824	1760	1486	4172	4355
ENSG00000221711	58	58	58	58
ENSG00000250214	297	297	297	297
ENSG00000250456	2216	2216	2216	2216
ENSG00000157404	4023	5094	5483	11327
ENSG00000013288	3335	2968	7719	8884
ENSG00000284847	292	292	292	292
ENSG00000279859	692	692	976	976
ENSG00000163993	392	392	471	471
ENSG00000282742	949	949	949	949
ENSG00000178988	1852	1852	2127	2165
ENSG00000186222	1491	1491	1491	1491
ENSG00000170871	3435	700	7854	8499
ENSG00000243449	451	451	477	532
ENSG00000214671	846	846	846	846
ENSG00000251171	637	637	637	637
ENSG00000137601	4007	4047	6919	16336
ENSG00000286302	1388	1388	1388	1388
ENSG00000056050	751	548	1216	1422
ENSG00000181381	2062	712	6781	12156
ENSG00000251177	1618	1618	1618	1618
ENSG00000271271	2056	2056	2568	2568
ENSG00000163749	2272	2560	3778	6037
ENSG00000180346	3186	3186	3186	3186
ENSG00000270720	588	588	588	588
ENSG00000212226	102	102	102	102
ENSG00000168214	1690	1671	5761	15311
ENSG00000164096	2815	2815	2960	2960
ENSG00000145384	2226	2226	2226	2226
ENSG00000201186	85	85	85	85
ENSG00000249244	3505	3505	3505	3505
ENSG00000145390	3195	3152	6631	11949
ENSG00000035928	1199	637	4886	6713
ENSG00000188517	3341	2587	8026	8721
ENSG00000138670	1631	691	6323	10183
ENSG00000047365	1920	758	7513	12427
ENSG00000178522	1758	1758	2005	2005
ENSG00000132463	2509	1794	6610	7736
ENSG00000109684	3608	4180	5502	6098
ENSG00000132466	4352	2988	10797	12041
ENSG00000196782	3701	3701	6844	6844
ENSG00000168228	1755	1903	2797	4364
ENSG00000138785	1031	689	1975	3895
ENSG00000138642	1752	706	3781	5779
ENSG00000145293	1882	1874	2083	2083
ENSG00000179010	1542	1778	2049	2639
ENSG00000249948	1348	1232	2164	2932
ENSG00000138778	3243	687	8742	9928
ENSG00000243894	781	781	781	781
ENSG00000248669	360	360	360	360
ENSG00000145220	1132	1124	1554	2304
ENSG00000187821	1075	1053	1349	1736
ENSG00000152595	1664	2032	2226	2487
ENSG00000150625	1048	579	2854	6553
ENSG00000242134	709	709	709	709
ENSG00000250835	309	309	309	309
ENSG00000164093	1623	1650	3359	5995
ENSG00000164167	859	555	2226	3975
ENSG00000279845	466	466	466	466
ENSG00000251010	732	732	732	732
ENSG00000120519	2220	1638	5788	12495
ENSG00000278438	106	106	106	106
ENSG00000251009	762	762	762	762
ENSG00000109272	743	743	743	743
ENSG00000163739	874	874	1174	1362
ENSG00000249920	955	955	955	955
ENSG00000250339	216	216	216	216
ENSG00000163737	744	744	773	978
ENSG00000288796	935	935	1101	1101
ENSG00000163735	2436	2436	2436	2436
ENSG00000244194	299	299	299	299
ENSG00000163734	1032	929	1641	2219
ENSG00000250673	2086	2161	3626	3649
ENSG00000138767	3464	1907	8843	9353
ENSG00000109758	1680	1955	2069	2757
ENSG00000175920	1590	2108	2566	4036
ENSG00000163956	2601	1168	10446	11816
ENSG00000159788	1717	753	5512	13762
ENSG00000264105	93	93	93	93
ENSG00000283379	87	87	87	87
ENSG00000248552	224	224	224	224
ENSG00000250180	565	565	565	565
ENSG00000109381	2065	1965	4012	8560
ENSG00000135222	1114	1114	1114	1114
ENSG00000109205	882	730	1355	1631
ENSG00000181617	513	513	513	513
ENSG00000164323	2079	1376	4851	7192
ENSG00000109762	2311	2544	3745	5048
ENSG00000250410	587	587	587	587
ENSG00000250327	864	864	864	864
ENSG00000251008	395	395	395	395
ENSG00000279943	2459	2459	2459	2459
ENSG00000145476	4498	4142	8646	9767
ENSG00000186146	485	485	485	485
ENSG00000250317	723	773	919	1342
ENSG00000174137	1884	2122	2848	4244
ENSG00000145416	1938	656	6140	10421
ENSG00000289186	1028	1028	1028	1028
ENSG00000289520	1192	1192	1192	1192
ENSG00000289361	1549	1549	1549	1549
ENSG00000289392	1388	1388	1388	1388
ENSG00000178403	2295	2295	2295	2295
ENSG00000248439	302	302	302	302
ENSG00000138658	3141	3218	6648	9103
ENSG00000174720	1946	2076	3204	8094
ENSG00000178177	3997	4934	10321	16929
ENSG00000249256	304	304	304	304
ENSG00000251638	283	283	283	283
ENSG00000248444	954	954	954	954
ENSG00000109610	753	567	1416	2018
ENSG00000181982	2620	1603	6661	12273
ENSG00000138760	2728	2652	5817	19388
ENSG00000205403	1702	1958	2368	5319
ENSG00000249678	180	180	180	180
ENSG00000250624	740	740	740	740
ENSG00000273238	2416	2416	2416	2416
ENSG00000133256	1163	554	3294	5097
ENSG00000242686	950	635	2120	2353
ENSG00000169020	347	303	496	932
ENSG00000169026	1334	1556	1833	2474
ENSG00000248416	569	569	569	569
ENSG00000272588	719	719	719	719
ENSG00000168993	1297	1290	2112	2349
ENSG00000260262	713	713	713	713
ENSG00000286205	1735	1735	1735	1735
ENSG00000215375	1075	781	2956	4300
ENSG00000249970	192	192	192	192
ENSG00000169435	3009	2735	5882	6630
ENSG00000169429	1340	1642	2018	2588
ENSG00000072840	2016	588	6427	7144
ENSG00000263631	54	54	54	54
ENSG00000222230	102	102	102	102
ENSG00000174123	2787	3473	3991	4218
ENSG00000174130	4922	4922	6698	6851
ENSG00000197712	1369	931	4060	4871
ENSG00000207944	96	96	96	96
ENSG00000251878	84	84	84	84
ENSG00000270426	686	686	686	686
ENSG00000249056	609	609	609	609
ENSG00000168310	2107	2189	4511	6723
ENSG00000238721	63	63	63	63
ENSG00000248521	998	998	998	998
ENSG00000249690	2209	2209	2209	2209
ENSG00000181541	2543	2543	2543	2543
ENSG00000183432	498	498	498	498
ENSG00000252451	112	112	112	112
ENSG00000235606	528	528	528	528
ENSG00000198589	4412	3350	10353	20981
ENSG00000145335	1882	2139	3193	6202
ENSG00000138722	3554	4117	5217	5510
ENSG00000287239	817	817	817	817
ENSG00000252087	305	305	305	305
ENSG00000251401	128	128	128	128
ENSG00000187653	135	135	135	135
ENSG00000248984	270	270	270	270
ENSG00000249049	375	375	375	375
ENSG00000279013	2018	2018	2018	2018
ENSG00000249891	209	209	209	209
ENSG00000249052	577	577	577	577
ENSG00000163738	1539	1407	3181	9819
ENSG00000124882	2167	1290	4615	5713
ENSG00000109321	984	956	1234	1642
ENSG00000052802	1299	1026	2227	2852
